timestamp,log_type,message,stacktrace
14.65594,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
15.00535,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
15.76886,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
16.7668,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
18.84362,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
19.61398,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
19.99709,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
20.95053,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
21.9438,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
25.04354,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
25.50712,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
25.85401,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
26.45627,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
27.4548,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
30.14975,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
30.79288,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
31.19748,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
32.0396,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
33.0326,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
36.42554,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
36.9546,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
37.37475,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
38.03467,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
38.80048,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
39.7961,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
43.26796,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
43.66227,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
44.11941,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
44.46887,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
45.32925,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
46.3258,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
49.47807,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
49.81772,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
50.61156,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
51.32284,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
52.06298,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
53.05505,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
56.76202,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
57.18246,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
57.79787,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
59.00473,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
59.356,Log,Clicked cube number 4!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
60.2655,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
